     Bruto   AliqINSS   Val.INSS  Base I.R.     AliqIR     Val.IR    Liquido
   2207.00          9     175.86    2031.14       0.00       0.00    2031.14
   2212.00          9     176.31    2035.69       0.00       0.00    2035.69
   2212.00          9     176.31    2035.69       0.00       0.00    2035.69
   2213.00          9     176.40    2036.60       0.00       0.00    2036.60
   2215.00          9     176.58    2038.42       0.00       0.00    2038.42
   2216.00          9     176.67    2039.33       0.00       0.00    2039.33
   2218.00          9     176.85    2041.15       0.00       0.00    2041.15
   2219.00          9     176.94    2042.06       0.00       0.00    2042.06
   2219.00          9     176.94    2042.06       0.00       0.00    2042.06
   2220.00          9     177.03    2042.97       0.00       0.00    2042.97
   2220.00          9     177.03    2042.97       0.00       0.00    2042.97
   2222.00          9     177.21    2044.79       0.00       0.00    2044.79
   2224.00          9     177.39    2046.61       0.00       0.00    2046.61
   2225.00          9     177.48    2047.52       0.00       0.00    2047.52
   2226.00          9     177.57    2048.43       0.00       0.00    2048.43
   2227.00          9     177.66    2049.34       0.00       0.00    2049.34
   2227.00          9     177.66    2049.34       0.00       0.00    2049.34
   2228.00          9     177.75    2050.25       0.00       0.00    2050.25
   2229.00          9     177.84    2051.16       0.00       0.00    2051.16
   2229.00          9     177.84    2051.16       0.00       0.00    2051.16
   2229.00          9     177.84    2051.16       0.00       0.00    2051.16
   2230.00          9     177.93    2052.07       0.00       0.00    2052.07
   2230.00          9     177.93    2052.07       0.00       0.00    2052.07
   2230.00          9     177.93    2052.07       0.00       0.00    2052.07
   2233.00          9     178.20    2054.80       0.00       0.00    2054.80
   2235.00          9     178.38    2056.62       0.00       0.00    2056.62
   2236.00          9     178.47    2057.53       0.00       0.00    2057.53
   2237.00          9     178.56    2058.44       0.00       0.00    2058.44
   2237.00          9     178.56    2058.44       0.00       0.00    2058.44
   2239.00          9     178.74    2060.26       0.00       0.00    2060.26
   2239.00          9     178.74    2060.26       0.00       0.00    2060.26
   2240.00          9     178.83    2061.17       0.00       0.00    2061.17
   2241.00          9     178.92    2062.08       0.00       0.00    2062.08
   2242.00          9     179.01    2062.99       0.00       0.00    2062.99
   2243.00          9     179.10    2063.90       0.00       0.00    2063.90
   2243.00          9     179.10    2063.90       0.00       0.00    2063.90
   2246.00          9     179.37    2066.63       0.00       0.00    2066.63
   2246.00          9     179.37    2066.63       0.00       0.00    2066.63
   2247.00          9     179.46    2067.54       0.00       0.00    2067.54
   2248.00          9     179.55    2068.45       0.00       0.00    2068.45
   2249.00          9     179.64    2069.36       0.00       0.00    2069.36
   2250.00          9     179.73    2070.27       0.00       0.00    2070.27
   2252.00          9     179.91    2072.09       0.00       0.00    2072.09
   2252.00          9     179.91    2072.09       0.00       0.00    2072.09
   2253.00          9     180.00    2073.00       0.00       0.00    2073.00
   2253.00          9     180.00    2073.00       0.00       0.00    2073.00
   2253.00          9     180.00    2073.00       0.00       0.00    2073.00
   2253.00          9     180.00    2073.00       0.00       0.00    2073.00
   2254.00          9     180.09    2073.91       0.00       0.00    2073.91
   2256.00          9     180.27    2075.73       0.00       0.00    2075.73
   2257.00          9     180.36    2076.64       0.00       0.00    2076.64
   2259.00          9     180.54    2078.46       0.00       0.00    2078.46
   2259.00          9     180.54    2078.46       0.00       0.00    2078.46
   2260.00          9     180.63    2079.37       0.00       0.00    2079.37
   2260.00          9     180.63    2079.37       0.00       0.00    2079.37
   2261.00          9     180.72    2080.28       0.00       0.00    2080.28
   2262.00          9     180.81    2081.19       0.00       0.00    2081.19
   2263.00          9     180.90    2082.10       0.00       0.00    2082.10
   2264.00          9     180.99    2083.01       0.00       0.00    2083.01
   2264.00          9     180.99    2083.01       0.00       0.00    2083.01
   2265.00          9     181.08    2083.92       0.00       0.00    2083.92
   2267.00          9     181.26    2085.74       0.00       0.00    2085.74
   2268.00          9     181.35    2086.65       0.00       0.00    2086.65
   2268.00          9     181.35    2086.65       0.00       0.00    2086.65
   2268.00          9     181.35    2086.65       0.00       0.00    2086.65
   2270.00          9     181.53    2088.47       0.00       0.00    2088.47
   2270.00          9     181.53    2088.47       0.00       0.00    2088.47
   2270.00          9     181.53    2088.47       0.00       0.00    2088.47
   2270.00          9     181.53    2088.47       0.00       0.00    2088.47
   2271.00          9     181.62    2089.38       0.00       0.00    2089.38
   2271.00          9     181.62    2089.38       0.00       0.00    2089.38
   2271.00          9     181.62    2089.38       0.00       0.00    2089.38
   2271.00          9     181.62    2089.38       0.00       0.00    2089.38
   2272.00          9     181.71    2090.29       0.00       0.00    2090.29
   2272.00          9     181.71    2090.29       0.00       0.00    2090.29
   2273.00          9     181.80    2091.20       0.00       0.00    2091.20
   2273.00          9     181.80    2091.20       0.00       0.00    2091.20
   2274.00          9     181.89    2092.11       0.00       0.00    2092.11
   2274.00          9     181.89    2092.11       0.00       0.00    2092.11
   2275.00          9     181.98    2093.02       0.00       0.00    2093.02
   2275.00          9     181.98    2093.02       0.00       0.00    2093.02
   2275.00          9     181.98    2093.02       0.00       0.00    2093.02
   2276.00          9     182.07    2093.93       0.00       0.00    2093.93
   2276.00          9     182.07    2093.93       0.00       0.00    2093.93
   2278.00          9     182.25    2095.75       0.00       0.00    2095.75
   2278.00          9     182.25    2095.75       0.00       0.00    2095.75
   2278.00          9     182.25    2095.75       0.00       0.00    2095.75
   2279.00          9     182.34    2096.66       0.00       0.00    2096.66
   2279.00          9     182.34    2096.66       0.00       0.00    2096.66
   2279.00          9     182.34    2096.66       0.00       0.00    2096.66
   2281.00          9     182.52    2098.48       0.00       0.00    2098.48
   2281.00          9     182.52    2098.48       0.00       0.00    2098.48
   2282.00          9     182.61    2099.39       0.00       0.00    2099.39
   2282.00          9     182.61    2099.39       0.00       0.00    2099.39
   2283.00          9     182.70    2100.30       0.00       0.00    2100.30
   2284.00          9     182.79    2101.21       0.00       0.00    2101.21
   2284.00          9     182.79    2101.21       0.00       0.00    2101.21
   2285.00          9     182.88    2102.12       0.00       0.00    2102.12
   2285.00          9     182.88    2102.12       0.00       0.00    2102.12
   2285.00          9     182.88    2102.12       0.00       0.00    2102.12
   2285.00          9     182.88    2102.12       0.00       0.00    2102.12
   2288.00          9     183.15    2104.85       0.00       0.00    2104.85
   2288.00          9     183.15    2104.85       0.00       0.00    2104.85
   2288.00          9     183.15    2104.85       0.00       0.00    2104.85
   2289.00          9     183.24    2105.76       0.00       0.00    2105.76
   2290.00          9     183.33    2106.67       0.00       0.00    2106.67
   2292.00          9     183.51    2108.49       0.00       0.00    2108.49
   2292.00          9     183.51    2108.49       0.00       0.00    2108.49
   2294.00          9     183.69    2110.31       0.00       0.00    2110.31
   2296.00          9     183.87    2112.13       0.00       0.00    2112.13
   2298.00          9     184.05    2113.95       0.00       0.00    2113.95
   2298.00          9     184.05    2113.95       0.00       0.00    2113.95
   2299.00          9     184.14    2114.86       0.00       0.00    2114.86
   2299.00          9     184.14    2114.86       0.00       0.00    2114.86
   2299.00          9     184.14    2114.86       0.00       0.00    2114.86
   2299.00          9     184.14    2114.86       0.00       0.00    2114.86
   2300.00          9     184.23    2115.77       0.00       0.00    2115.77
   2303.00          9     184.50    2118.50       0.00       0.00    2118.50
   2304.00          9     184.59    2119.41       0.00       0.00    2119.41
   2304.00          9     184.59    2119.41       0.00       0.00    2119.41
